390,0.000415002,0.00036835,0.009547289
395,0.001051914,0.00095865,0.02382484
400,0.002408353,0.002269917,0.05665002
405,0.004833371,0.004700132,0.1224503
410,0.008721273,0.008793667,0.2330076
415,0.01338382,0.0145278,0.3813643
420,0.01844803,0.02166506,0.5436132
425,0.0229319,0.02957127,0.6744815
430,0.02818772,0.03945663,0.8025461
435,0.03410515,0.0518203,0.9035662
440,0.04025595,0.06477837,0.9910145
445,0.04493761,0.07588048,0.9915166
450,0.04986433,0.08705225,0.9553885
455,0.05534138,0.09819288,0.8602408
460,0.06471575,0.1162733,0.7867016
465,0.08069006,0.1445407,0.7382611
470,0.09947639,0.1758936,0.6463534
475,0.118801,0.2053998,0.5164164
480,0.1401458,0.2357545,0.3903373
485,0.1639532,0.2680649,0.290322
490,0.1915579,0.3036267,0.2118654
495,0.2329271,0.357059,0.160524
500,0.2889615,0.4277598,0.12284
505,0.3597162,0.5155847,0.08889554
510,0.4436801,0.6155169,0.0608205
515,0.536488,0.7191508,0.04281244
520,0.6285647,0.8166012,0.02920317
525,0.7047255,0.8855437,0.01939099
530,0.7706373,0.9356857,0.01260114
535,0.8257146,0.9688577,0.0080945
540,0.8810083,0.9952221,0.005088971
545,0.919073,0.9971948,0.003168911
550,0.9401995,0.9771922,0.001958935
555,0.9657395,0.9565771,0.001202763
560,0.9814541,0.9177407,0.000740167
565,0.994489,0.8732126,0.000455985
570,1,0.8135046,0.000281799
575,0.992316,0.7402868,0.000175037
580,0.9694379,0.653281,0.000109454
585,0.9556085,0.5725982,6.89986E-05
590,0.9276625,0.492595,4.39026E-05
595,0.885972,0.4112444,2.82228E-05
600,0.8339884,0.334426,1.83459E-05
605,0.775104,0.2648744,1.20668E-05
610,0.7057161,0.2052721,8.0349E-06
615,0.6307685,0.1562428,5.41839E-06
620,0.55423,0.1166407,0
625,0.4799434,0.08558743,0
630,0.4007098,0.06211264,0
635,0.3278612,0.0444877,0
640,0.2657847,0.03142824,0
645,0.2132849,0.02180369,0
650,0.1651391,0.01544792,0
655,0.1247498,0.01071199,0
660,0.09300794,0.007302475,0
665,0.06850937,0.004971759,0
670,0.04986664,0.003436687,0
675,0.03582284,0.002376184,0
680,0.02537932,0.001637344,0
685,0.01772025,0.00112127,0
690,0.01216998,0.000761044,0
695,0.008471687,0.000525461,0
700,0.005897527,0.000365317,0
705,0.004091288,0.00025342,0
710,0.002804465,0.000174401,0
715,0.00192057,0.000120609,0
720,0.001326875,8.41725E-05,0
725,0.000917783,5.89346E-05,0
730,0.000639367,4.16045E-05,0
735,0.000446036,2.94354E-05,0
740,0.000310871,2.08858E-05,0
745,0.000219331,1.50456E-05,0
750,0.00015455,1.08201E-05,0
755,0.000109507,7.82276E-06,0
760,7.7992E-05,5.69089E-06,0
765,5.56263E-05,4.14E-06,0
770,3.99292E-05,3.02684E-06,0
775,2.86161E-05,2.21101E-06,0
780,2.07319E-05,1.63433E-06,0
785,1.50432E-05,1.21054E-06,0
790,1.09446E-05,8.99166E-07,0
795,7.97756E-06,6.69592E-07,0
800,5.85059E-06,5.03187E-07,0
805,4.31102E-06,3.8005E-07,0
810,3.17008E-06,2.86326E-07,0
815,2.34466E-06,2.1688E-07,0
820,1.74667E-06,1.65158E-07,0
825,1.30242E-06,1.25508E-07,0
830,9.74316E-07,9.53411E-08,0
