HEADER_LINE
#FF7A83
#FF777A
#FF7971
#FF7B68
#FF7B62
#FF825C
#FA8550
#F2854F
#D88A44
#CD9043
#BF9442
#A39747
#869B4E
#3D9F58
#00A566
#00A371
#00A473
#00A37F
#00A684
#00B194
#00B09B
#00B0A3
#00AEA8
#00B0AE
#00ADB4
#00AEBB
#00A4B8
#00A1BA
#00A2BF
#379EC1
#8098BC
#A495BB
#B48FB6
#D08FB3
#DD8CAB
#EA83A0
#FB809C
#FF7F95
#FF7B89
#FF7B89
