HEADER_LINE
#E07485
#E0727C
#DC7573
#D9786B
#D67965
#CE8060
#C38554
#BE8652
#A98C48
#A19348
#979747
#849B4A
#729F51
#4EA35A
#29A967
#00A771
#00A974
#00A77F
#00AA84
#00B694
#00B49A
#00B4A2
#00B1A7
#00B3AD
#00AFB3
#00AFBA
#3EA4B7
#5AA1B9
#72A1BE
#8D9CC0
#9F95BB
#AE91BA
#B48BB5
#C28AB3
#C787AB
#CB7EA1
#D57A9C
#D77A95
#D3768A
#DF768A
