a,b,c
#EC9134
#A69839
#009F41
#00A74D
#00AF5C
#00B069
#00B26C
#00B27A
#00B67F
#00C390
#00C198
#00C2A0
#00C0A6
#00C3AC
#00BDB4
#00BDBB
#00B1B9
#00ACBC
#00ABC1
#00A3C4
#5A99BE
#C691BE
#EF88B9
#FF84B6
#FF7EAE
#FF70A4
#FF669F
#FF6498
#FF5E8C
#FF588C
