HEADER_LINE
#FF6685
#FF627B
#FF6571
#FF6968
#FF6A61
#FF745A
#FF7A4C
#FF7C4A
#FF853C
#F48D3A
#DA9238
#A5983D
#599E45
#00A350
#00AB5F
#00AA6C
#00AD6F
#00AB7C
#00AF81
#00BC91
#00BA99
#00BAA2
#00B9A7
#00BBAD
#00B7B4
#00B6BC
#00ABB9
#00A8BB
#00A7C1
#00A1C3
#6D98BE
#B893BD
#D88BB8
#FF88B5
#FF84AD
#FF78A2
#FF729E
#FF7097
#FF6B8A
#FF698B
