HEADER_LINE
#FF7D83
#FF7A7A
#FF7C71
#FF7E69
#FF7E63
#F6845E
#EC8652
#E58750
#CF8B46
#C69046
#BA9445
#A3974A
#8C9B51
#5B9E5B
#00A368
#00A172
#00A275
#00A180
#00A485
#00AF95
#00AE9B
#00AEA3
#00ACA8
#00AEAE
#00ABB4
#00ACBB
#00A3B8
#00A0BA
#00A1BF
#529EC1
#8398BB
#A095BA
#AE90B5
#C690B2
#D28DAB
#DD85A0
#EC829B
#F18294
#F07D89
#FF7E89
