HEADER_LINE
#D18483
#D2827A
#D18373
#D0856B
#CF8466
#CA8961
#C58B57
#C08A56
#B48D4E
#B0924F
#AB944E
#9F9652
#959958
#839B61
#77A06D
#609D76
#559E78
#459C82
#3D9F87
#3AAA96
#26A99C
#0DA9A4
#00A7A8
#00A9AE
#16A6B3
#35A8B9
#459FB6
#559DB8
#669FBD
#7C9DBF
#8C98B9
#9A97B8
#9F92B3
#AD93B0
#B491A9
#B98A9E
#C2889A
#C58894
#C48388
#CF8689
