HEADER_LINE
#C58683
#C5837A
#C48472
#C4866B
#C28666
#BF8A61
#BA8B57
#B68B56
#AB8D4E
#A9924F
#A5954E
#9C9652
#949958
#869B61
#7EA06D
#6E9D76
#669E78
#5D9C83
#5A9F87
#5DAA97
#55A89D
#50A8A4
#48A6A8
#47A8AE
#52A6B3
#5DA7BA
#629EB6
#6A9DB8
#769EBD
#859DBF
#9098B9
#9A96B8
#9E92B3
#AA93B0
#AF91A9
#B18A9E
#B9899A
#BC8893
#B98488
#C38789
