HEADER_LINE
#C48482
#C48279
#C28370
#C28568
#C08562
#BC895C
#B68B50
#B38B4F
#A78E46
#A49346
#A09645
#96984A
#8E9A51
#809C5B
#78A168
#699E73
#619F75
#599D81
#56A086
#5AAB96
#54A99C
#50A9A4
#4BA7A9
#4BA9AF
#57A7B4
#62A8BB
#689FB8
#709DBA
#7C9EBF
#8B9CC1
#9597BB
#9E95BA
#A191B5
#AD92B2
#B190AA
#B3899F
#BA879B
#BC8794
#B98388
#C38588
