HEADER_LINE
#D47C84
#D4797A
#D17B71
#CF7E69
#CC7E63
#C6855D
#BD8851
#B88850
#A88D45
#A29345
#9A9744
#8B9A48
#7F9D4F
#67A059
#56A667
#39A371
#1DA574
#00A380
#00A684
#00B194
#00AF9B
#00AFA3
#00ADA8
#00AFAE
#1AABB4
#40ACBB
#55A2B8
#659FBA
#779FBF
#8D9CC1
#9B96BB
#A893BA
#AD8DB5
#B98DB3
#BE8BAB
#C183A0
#CA809C
#CC8095
#C87C89
#D37D89
