HEADER_LINE
#C78683
#C8837A
#C78473
#C7866B
#C58566
#C28A62
#BD8B58
#B98B57
#AE8D4F
#AB924F
#A7954F
#9D9653
#959959
#869B62
#7DA06D
#6C9D76
#649D79
#599C83
#559F87
#58AA97
#4EA89D
#48A8A4
#3FA6A8
#3CA8AE
#4AA6B3
#56A7B9
#5C9FB6
#669DB8
#729EBC
#839DBE
#8F98B9
#9A97B8
#9E92B3
#AA93B0
#AF91A9
#B38A9E
#BB899A
#BD8893
#BB8488
#C68789
