HEADER_LINE
#FF0098
#FF0091
#FF0089
#FF0081
#FF007C
#FF0075
#FF0068
#FF0065
#E86455
#BD8651
#7A9E4B
#00B648
#00CA49
#00DF4B
#00F055
#00F45E
#00FB5F
#00FA6D
#00FF71
#00FF80
#00FF88
#00FF91
#00FF96
#00FF9D
#00FFA6
#00F7AE
#00E0AE
#00D2B2
#00C5B9
#5AA8BE
#C984BB
#FF58BC
#FF00B9
#FF00B9
#FF00B3
#FF00AB
#FF00A9
#FF00A3
#FF0099
#FF009C
