HEADER_LINE
#C48583
#C48379
#C28371
#C28569
#C08563
#BD8A5E
#B78B53
#B38B52
#A88E49
#A6934A
#A19549
#98974D
#909A54
#829C5E
#7BA16A
#6B9E74
#649E77
#5C9D82
#59A086
#5DAA96
#56A99C
#52A9A4
#4CA7A8
#4CA9AE
#57A6B4
#62A7BB
#679FB7
#6F9DB9
#7A9EBE
#899CC0
#9398BA
#9D96B9
#A091B4
#AB92B1
#B090AA
#B2899F
#B9889A
#BB8894
#B98388
#C28688
