HEADER_LINE
#FF0091
#FF0089
#FF0081
#FF0079
#FF0074
#FF006E
#FF4062
#FF5060
#C97B53
#A88F50
#7A9D4D
#00AD4C
#00BA4F
#00C854
#00D55F
#00D768
#00DC6A
#00DA76
#00DF7A
#00EE89
#00EB90
#00EB98
#00E89E
#00EAA3
#00DEAB
#00DAB3
#00C6B1
#00BCB4
#00B4BA
#80A1BE
#BE8ABA
#E674BA
#F95CB7
#FF41B5
#FF23AF
#FF00A6
#FF00A3
#FF009E
#FF0093
#FF0095
