HEADER_LINE
#FF398A
#FF3482
#FF407A
#FF4C72
#FF516D
#F36667
#E1725C
#D7775A
#B3874F
#9F924E
#879A4C
#54A34E
#00AB53
#00B35A
#00BC66
#00BB6F
#00BE71
#00BC7C
#00C081
#00CD90
#00CB97
#00CA9E
#00C8A3
#00CAA9
#00C2AF
#00C0B6
#00B1B4
#00ABB6
#48A8BC
#8D9DBF
#AF90BA
#C986B9
#D57BB5
#E875B3
#F06EAC
#F85EA2
#FF4F9F
#FF4E99
#FF4A8E
#FF3D8F
