3.218771667e+02,1.456042170e-03
3.219847412e+02,4.768855579e-04
3.220923157e+02,1.390765072e-03
3.221998901e+02,-6.981024053e-04
3.223074646e+02,-8.286566590e-04
3.224150391e+02,6.074397825e-04
3.225226440e+02,2.500476083e-03
3.226302490e+02,6.346385635e-05
3.227378235e+02,2.810542355e-04
3.228454285e+02,1.940180809e-04
3.229530334e+02,4.986446002e-04
3.230606689e+02,2.810542355e-04
3.231683044e+02,1.216692850e-03
3.232759399e+02,3.463313333e-04
3.233836060e+02,1.281969948e-03
3.234912415e+02,7.815120625e-04
3.235989075e+02,1.390765072e-03
3.237065735e+02,3.680903756e-04
3.238142395e+02,-7.198614767e-04
3.239219055e+02,-2.373548225e-03
3.240296021e+02,4.333674733e-04
3.241372986e+02,6.509578670e-04
3.242449951e+02,1.499560312e-03
3.243527222e+02,8.685482317e-04
3.244604187e+02,1.825945801e-03
3.245681458e+02,1.069819336e-04
3.246758728e+02,6.944759516e-04
3.247835999e+02,9.120663162e-04
3.248913269e+02,1.456042170e-03
3.249990845e+02,-4.805120698e-04
3.251068420e+02,-1.002728939e-03
3.252146301e+02,-1.176801277e-03
3.253223877e+02,-1.541265083e-04
3.254301758e+02,2.130572451e-03
3.255379639e+02,-3.281988029e-04
3.256457520e+02,-1.176801277e-03
3.257535400e+02,-2.357228914e-05
3.258613281e+02,2.375361510e-04
3.259691467e+02,-7.198614767e-04
3.260769653e+02,1.722590387e-04
3.261847839e+02,8.685482317e-04
3.262926331e+02,-8.068975876e-04
3.264004517e+02,1.912981970e-03
3.265083008e+02,4.170482134e-05
3.266161804e+02,-4.805120698e-04
3.267240295e+02,-6.709036097e-05
3.268318787e+02,1.940180809e-04
3.269397583e+02,6.727168802e-04
3.270476379e+02,5.639216979e-04
3.271555176e+02,-1.524945837e-03
3.272634277e+02,9.773434140e-04
3.273713074e+02,-1.024488010e-03
3.274792175e+02,-4.152349429e-04
3.275871582e+02,-6.709036097e-05
3.276950684e+02,8.250301471e-04
3.278030090e+02,-5.893072230e-04
3.279109192e+02,1.651873579e-03
3.280188599e+02,2.674548188e-03
3.281268005e+02,-4.152349429e-04
3.282347717e+02,-1.220319304e-03
3.283427429e+02,1.151415752e-03
3.284507141e+02,-1.002728939e-03
3.285586853e+02,5.856807693e-04
3.286666565e+02,1.287409686e-04
3.287746582e+02,-5.457891966e-04
3.288826599e+02,-1.323674805e-04
3.289906311e+02,1.281969948e-03
3.290986633e+02,-7.198614767e-04
3.292066650e+02,1.994578452e-05
3.293146973e+02,1.020861440e-03
3.294227295e+02,-6.328253075e-04
3.295307617e+02,-1.133283135e-03
3.296388245e+02,2.810542355e-04
3.297468567e+02,3.245722910e-04
3.298549194e+02,1.717150677e-03
3.299630127e+02,-1.133283135e-03
3.300710449e+02,2.609271090e-03
3.301791382e+02,-1.089765108e-03
3.302872009e+02,1.934741042e-03
3.303952942e+02,6.727168802e-04
3.305034180e+02,1.722590387e-04
3.306115112e+02,-4.805120698e-04
3.307196350e+02,1.505000109e-04
3.308277588e+02,5.204036133e-04
3.309358826e+02,1.608355436e-03
3.310440369e+02,6.727168802e-04
3.311521301e+02,2.375361510e-04
3.312602844e+02,-3.281988029e-04
3.313684387e+02,6.074397825e-04
3.314765930e+02,-4.369939852e-04
3.315847778e+02,-1.242078375e-03
3.316929626e+02,-1.024488010e-03
3.318011475e+02,8.467891603e-04
3.319093323e+02,-2.411626629e-04
3.320175171e+02,-6.545843789e-04
3.321257324e+02,-1.198560232e-03
3.322339172e+02,-7.633795612e-04
3.323421326e+02,-4.369939852e-04
3.324503479e+02,1.042620512e-03
3.325585938e+02,-2.194036206e-04
3.326668091e+02,4.551265156e-04
3.327750549e+02,7.379939780e-04
3.328833008e+02,1.722590387e-04
3.329915771e+02,-1.002728939e-03
3.330998535e+02,8.685482317e-04
3.332080994e+02,8.250301471e-04
3.333163757e+02,3.680903756e-04
3.334246521e+02,-1.263837330e-03
3.335329285e+02,-1.350873499e-03
3.336412354e+02,4.986446002e-04
3.337495422e+02,-8.939337567e-04
3.338578491e+02,-3.281988029e-04
3.339661865e+02,-4.587530275e-04
3.340744934e+02,4.986446002e-04
3.341828308e+02,3.680903756e-04
3.342911682e+02,5.639216979e-04
3.343995056e+02,-1.813253107e-06
3.345078430e+02,9.120663162e-04
3.346162109e+02,1.847704872e-03
3.347245789e+02,-8.721747436e-04
3.348329468e+02,-2.411626629e-04
3.349413147e+02,5.639216979e-04
3.350497131e+02,-7.198614767e-04
3.351581116e+02,1.287409686e-04
3.352665100e+02,1.194933779e-03
3.353749084e+02,1.369006117e-03
3.354833069e+02,8.467891603e-04
3.355917358e+02,9.338253294e-04
3.357001343e+02,-2.846807183e-04
3.358085632e+02,-1.546704909e-03
3.359170227e+02,9.338253294e-04
3.360254517e+02,-6.328253075e-04
3.361339111e+02,1.151415752e-03
3.362423706e+02,2.375361510e-04
3.363508301e+02,1.434283215e-03
3.364593201e+02,8.032711339e-04
