HEADER_LINE
#DE8383
#E0817A
#DE8172
#DE836B
#DC8365
#D68861
#D08A56
#CB8955
#BB8C4D
#B7914D
#B0944D
#A19650
#959957
#7C9B60
#6BA16C
#4A9E75
#339F78
#009D82
#00A087
#00AB96
#00AA9C
#00AAA4
#00A8A8
#00AAAE
#00A8B3
#00A9BA
#00A0B6
#319EB8
#519FBD
#729DBF
#8998B9
#9A96B8
#A291B3
#B392B1
#BB90A9
#C2899F
#CC879A
#D08694
#CF8289
#DC8489
