HEADER_LINE
#FF0092
#FF0089
#FF0080
#FF0076
#FF0070
#FF0067
#FF0057
#FF0054
#FF5340
#FF6F3A
#FF8232
#AE9830
#00A935
#00BC3E
#00CC4D
#00D25B
#00D85D
#00D96E
#00E072
#00F083
#00EF8C
#00F196
#00F09C
#00F3A3
#00EAAC
#00E7B5
#00D5B5
#00CCB8
#00C5BF
#00B4C3
#009DBF
#FF88C0
#FF73BC
#FF57BB
#FF37B3
#FF00AA
#FF00A7
#FF00A0
#FF0095
#FF0097
