HEADER_LINE
#FF7684
#FF737A
#FF7471
#FF7768
#FF7762
#FF7F5B
#FF824E
#FF834D
#E48941
#D78F40
#C5943F
#A49743
#7E9C4B
#00A056
#00A664
#00A46F
#00A672
#00A57E
#00A883
#00B493
#00B29B
#00B2A3
#00B1A8
#00B3AE
#00AFB4
#00B0BB
#00A6B9
#00A3BB
#00A3C0
#009FC2
#7C98BC
#A894BB
#BD8EB7
#DC8DB4
#EB8AAC
#FB81A1
#FF7D9C
#FF7C95
#FF7789
#FF778A
