,Hex,Munsell Code
#A98481
#A78277
#A4836D
#A28663
#A0865C
#9E8B56
#988D48
#968D47
#8D913B
#8D963A
#8A9939
#869A3E
#849D47
#7D9F53
#7DA362
#75A06E
#71A171
#6E9E7E
#6EA184
#76AC94
#73AA9C
#73A9A4
#71A7AA
#72A9B0
#7BA6B7
#83A7BE
#849EBC
#899CBE
#919DC3
#9A9BC5
#9D96BF
#A394BE
#A28FB9
#A890B5
#A98EAD
#A688A2
#A9869C
#A88695
#A48288
#AA8488
