HEADER_LINE
#CA8183
#CA7F79
#C88070
#C68267
#C48261
#BF885B
#B88A4E
#B48A4D
#A68E43
#A39343
#9D9642
#919846
#889C4E
#769E59
#6CA366
#59A071
#4FA274
#46A080
#40A385
#43AE95
#3CAC9C
#38ACA4
#32AAA9
#32ACAF
#49A8B5
#59A9BC
#62A0B9
#6E9EBB
#7B9EC0
#8C9CC2
#9897BC
#A394BB
#A68FB6
#B290B3
#B68EAB
#B886A0
#C0849B
#C28494
#BF8088
#C98288
