HEADER_LINE
#DA7884
#DA767B
#D67872
#D47B6A
#D17C64
#CA835F
#C08652
#BB8751
#A88D47
#A19347
#989745
#889A49
#799E50
#5CA25A
#45A867
#0FA571
#00A774
#00A57F
#00A884
#00B394
#00B19B
#00B1A3
#00AFA7
#00B1AD
#00ADB3
#2AADBA
#4BA3B7
#60A0B9
#75A0BE
#8D9CC1
#9D96BB
#AB92BA
#B08CB5
#BE8CB3
#C289AB
#C681A0
#CF7D9C
#D17D95
#CD798A
#D97A8A
