,Hex,Munsell Code
#9E907E
#9F8E73
#A18E69
#A48F5F
#A58F59
#A99252
#AB9244
#A99143
#AA9137
#AC9437
#AD9636
#AA953C
#A79645
#A09552
#9E9862
#92936F
#8F9273
#878F80
#879186
#8E9B97
#89989F
#8698A8
#8196AE
#8197B5
#8398BB
#879BC2
#8395BF
#8495C1
#8998C6
#8D9AC7
#8E98C0
#9198BF
#8F95B9
#9597B5
#9796AC
#9491A0
#97919B
#999193
#978D86
#9D9085
